ID;Name;Exercise type;BodyPart;Equipment;muscle_group;secondary_muscles;difficulty;remarks;is_duplicate;exID;Gender;tags;tags_temp;score;type;goal;motion_pattern;additional;popularity_men;popularity_women;summary;philosophy
57313;Lever Back Extension;Strength;Back;Leverage machine;Erector spinae;Gluteus maximus, Hamstrings;Intermediate;Focus on controlled extension while maintaining a neutral spine to avoid overextension of the lower back.;;30f6a8b0-e6f1-4572-aa9b-de2b78335bec;0;"[""tier1"",""isolation"",""strength"",""hypertrophy"",""hinge""]";;70;isolation;strength, hypertrophy;hinge;beginner_friendly;60;60;back extension;lifting
360713;Lever Back Extension;Strength;Hips;Leverage machine;Erector spinae;Gluteus maximus, Hamstrings;Beginner;;;f925dfb5-d7d8-427d-8a09-894ec39730c0;2;"[""tier1"",""isolation"",""strength"",""hypertrophy"",""hinge""]";;70;isolation;strength, hypertrophy;hinge;beginner_friendly;60;60;back extension;lifting
226613;Lever Back Extension (version 2);Strength;Back, Hips;Leverage machine;Erector spinae;Gluteus maximus, Hamstrings;Intermediate;;;85073844-9416-43ca-bb19-d2c803522427;0;"[""tier2"",""isolation"",""strength"",""hypertrophy""]";;70;isolation;strength, hypertrophy;hinge;beginner_friendly;60;60;back extension;lifting
518413;Lever Back Extension (version 2);Strength;Back;Leverage machine;Erector spinae;Gluteus maximus, Hamstrings;Intermediate;;;bef338e0-8b1e-4941-819c-b811100680d1;2;"[""tier2"",""isolation"",""strength"",""hypertrophy""]";;70;isolation;strength, hypertrophy;hinge;beginner_friendly;60;60;back extension;lifting
889613;Bent Over Back Extension Scapular Adduction;Stretching;Back;Body weight;Erector spinae;Rhomboids, Trapezius;Intermediate;;;725760b6-f0d8-42c4-9c3d-4e89cc2a10c2;1;"[""tier3"",""compound"",""strength"",""rehab"",""back""]";;50;compound;strength, stability;hinge;beginner_friendly;60;55;back extension;lifting
503513;Weighted Hyperextension;Strength;Hips;Weighted;Erector spinae;Gluteus maximus, Hamstrings;Intermediate;;;02d82e81-64cc-4082-a38b-7d781c34b8f7;0;"[""tier2"",""isolation"",""strength"",""hypertrophy"",""hinge""]";;70;compound;strength, hypertrophy;hinge;plateau_breaker;65;55;back extension;lifting
123413;Plate Hyperextension;Strength;Hips;Weighted;Gluteus maximus;Hamstrings, Erector spinae;Intermediate;;;9215c768-078e-45a2-a5d3-8e173eae9958;0;"[""tier2"",""isolation"",""strength"",""hypertrophy"",""rehab""]";;50;isolation;strength, hypertrophy;hinge;plateau_breaker;70;60;back extension;lifting
547113;Rounded Back Extension;Strength;Hips;Body weight;Erector spinae;Gluteus maximus, Hamstrings;Intermediate;;;1d8bf9d4-2262-4afd-981c-48aa5be4ace4;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""hinge""]";;50;isolation;strength;hinge;beginner_friendly;55;45;back extension;lifting
385513;Standing Back Extension And Flexion;Strength;Hips;Body weight;Erector spinae;Gluteus maximus, Hamstrings, Rectus abdominis;Beginner;;;c002ccab-8158-4731-8ff8-df6ed6f2dabe;0;"[""tier2"",""compound"",""strength"",""mobility""]";;30;dynamic;mobility;;warm_up;40;45;back flexion;stretching
720813;Resistance Band Kneeling Back Kick;Strength;Hips;Resistance Band;Gluteus maximus;Hamstrings, Erector spinae;Beginner;;;08f0d82b-3ff5-4cbe-9b03-bc1b5bbc8da8;2;"[""tier2"",""isolation"",""strength"",""stability""]";;50;isolation;strength, hypertrophy;;beginner_friendly, at_home;45;70;back kick;lifting
231013;Spin Back Kick. Kickboxing;Aerobic;Plyometrics;Body weight;Gluteus maximus;Hamstrings, Erector spinae;Advanced;;;b6a323f1-1e62-48ff-aefa-c90071364d87;0;"[""tier3"",""compound"",""power"",""mobility""]";;60;ballistic;power, agility;rotation;high_impact;55;50;back kick;explosives
320913;Lying Back Extension with Press;Stretching;Hips;Body weight;Erector spinae;Gluteus maximus, Hamstrings;Intermediate;;;910dbbe7-850f-46a5-8e6a-6dcf5a19f445;2;"[""tier2"",""compound"",""strength"",""stability""]";;50;compound;strength, mobility;hinge;beginner_friendly;55;60;back press;lifting
322913;Lying Back Extension with Press;;;;Erector spinae;Gluteus maximus, Hamstrings;Intermediate;;;48fdd31c-597d-48fe-96af-61344c0308c1;1;"[""tier2"",""compound"",""strength"",""stability""]";;50;compound;strength, mobility;hinge;beginner_friendly;55;60;back press;lifting
1019413;Butterfly Back Roll;Stretching;Stretching;Body weight;Erector spinae;Gluteus maximus, Hamstrings;Beginner;;;558ac10a-e651-44bb-a01c-5ca2c652aac5;2;"[""tier3"",""compound"",""mobility"",""bodyweight""]";;40;dynamic;mobility, coordination;rotation;low_impact, cool_down;45;60;back roll;stretching, yoga
460013;Roll Ball Lower Back;Stretching;Hips;Rollball;Erector spinae;Quadratus lumborum, Multifidus;Beginner;;;c8236990-8e30-4fc2-894c-c97bb3d61237;0;"[""tier3"",""mobility"",""rehab""]";;30;stretch;mobility, recovery;;cool_down;25;30;back roll;reha
133613;Exercise Ball Back Extension With Rotation;Strength;Back;Stability ball;Erector spinae;Obliquus externus abdominis, Gluteus maximus;Intermediate;;;44b06383-6388-4545-a01d-2c3960b15e5f;0;"[""tier3"",""isolation"",""strength"",""stability"",""rotation"",""bodyweight""]";;60;compound;strength, stability;rotation;beginner_friendly;65;70;back rotation;calisthenics
432113;Standing reach-up back rotation stretch;Stretching;Back;Body weight;Erector spinae;Trapezius, Latissimus dorsi, Rhomboids;Beginner;;;fb5290e8-bb82-42af-97a3-62250bd9dd37;2;"[""tier2"",""mobility"",""rehab"",""prehab"",""rotation""]";;40;stretch;mobility;rotation;beginner_friendly, cool_down;40;45;back rotation;stretching
502913;Kneeling Back Rotation;Strength;Back;Body weight;Erector spinae;Obliquus externus abdominis, Multifidus;Intermediate;;;68fd98c3-17c8-4277-b9e3-ca4dc9527d44;0;"[""tier2"",""isolation"",""mobility"",""rotation"",""prehab""]";;30;dynamic;mobility, coordination;rotation;warm_up;40;45;back rotation;stretching
314313;Resistance Band Seated Straight Back Row;Strength;Back;Resistance Band;Rhomboids;Latissimus dorsi, Trapezius, Biceps brachii;Beginner;;;1f837856-e2bd-4d9f-8e48-6fa5da287037;2;"[""tier2"",""compound"",""strength"",""hypertrophy"",""horizontal_pull"",""beginner_friendly""]";;70;compound;strength, hypertrophy;horizontal_pull;beginner_friendly, at_home;65;70;back row;lifting
314413;Resistance Band Seated Straight Back Row;Strength;Back;Resistance Band;Latissimus dorsi;Trapezius, Rhomboids, Biceps brachii;Beginner;;;49b10119-c115-49f8-8e0e-e1bcc8404713;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""horizontal_pull"",""beginner_friendly""]";;70;compound;strength, hypertrophy;horizontal_pull;beginner_friendly, at_home;65;70;back row;lifting
236213;Squat - Back (WRONG-RIGHT);Strength;Hips, Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae;Intermediate;;;4070f868-1820-49fc-b9f7-e7c3674a7047;0;"[""tier1"",""compound"",""strength"",""hypertrophy"",""squat""]";;100;compound;strength, hypertrophy;squat;;90;85;back squat;lifting
513213;Seated Pulse Back Squeeze;Strength;Back;EZ Barbell;Rhomboids;Trapezius, Erector spinae;Beginner;;;675387ff-a7bb-4bd2-89f0-327d870ee389;2;"[""tier3"",""isolation"",""hypertrophy"",""beginner_friendly""]";;45;isolation;strength, hypertrophy;;beginner_friendly, at_home;35;45;back squeeze;lifting
469813;Bar Band Bent Over Row;Strength;Back;Stick;Latissimus dorsi;Rhomboids, Trapezius, Biceps brachii, Erector spinae;Intermediate;;;8f113c1e-1477-4e5e-be65-f1af4639dac0;0;"[""tier1"",""compound"",""strength"",""horizontal_pull""]";;70;compound;strength, hypertrophy;horizontal_pull;beginner_friendly;60;55;back strength;lifting
363013;Standing Hamstrings and Back Stretch;Stretching;Back, Thighs;Body weight;Hamstrings;Erector spinae;Beginner;;;5c91e7c7-a641-4e8b-9417-9bb73d7d0e39;0;"[""tier1"",""isolation"",""mobility"",""rehab"",""prehab""]";;35;stretch;mobility;;beginner_friendly, at_home;35;50;back stretch;stretching
676413;Forward Bend Back Stretch;Stretching;Stretching;Body weight;Erector spinae;Hamstrings, Gluteus maximus;Beginner;;;d84273e1-4208-4809-8968-1b4d196f4cf2;2;"[""tier3"",""compound"",""mobility"",""low_impact""]";;30;stretch;mobility;;cool_down;35;45;back stretch;stretching
324313;Lying Lower Back Stretch;Stretching;Back, Hips;Body weight;Erector spinae;Gluteus maximus, Hamstrings;Beginner;;;e9d60465-b6eb-402e-b7c7-5e37b791a226;2;"[""tier1"",""isolation"",""mobility"",""rehab""]";;30;stretch;mobility;;cool_down, at_home;35;45;back stretch;stretching, prehab
324213;Lying Lower Back Stretch (bent knee);Stretching;Back, Hips;Body weight;Erector spinae;Gluteus maximus, Hamstrings;Beginner;;;06568a52-9bc3-435a-97ca-72b5b07d5e8e;2;"[""tier1"",""isolation"",""mobility"",""rehab""]";;30;stretch;mobility;;cool_down, at_home;35;45;back stretch;stretching, prehab
69013;Seated Lower Back Stretch;Stretching;Back;Body weight;Erector spinae;Quadratus lumborum;Beginner;;;fcade57d-b3f0-4799-9ea3-9d36bd45d559;0;"[""tier1"",""isolation"",""mobility"",""rehab""]";;30;stretch;mobility;;beginner_friendly, cool_down;20;30;back stretch;stretching, reha
430513;Seated Lower Back Stretch;Stretching;Back;Body weight;Erector spinae;Multifidus, Quadratus lumborum;Beginner;;;ab8f75a1-9060-4569-a072-320837228085;2;"[""tier1"",""isolation"",""mobility"",""rehab""]";;30;stretch;mobility;;beginner_friendly, cool_down;20;30;back stretch;stretching, reha
148813;Shoulder Stretch Behind the Back;Stretching;Shoulders;Body weight;Deltoid anterior;Pectoralis major;Beginner;;;d43b83bb-3097-43f6-ac6a-8faec119e8e9;0;"[""tier2"",""isolation"",""mobility"",""rehab""]";;30;stretch;mobility, flexibility;;beginner_friendly, at_home;35;45;back stretch;stretching, prehab
180513;Sitting Bent Over Back Stretch;Stretching;Back;Body weight;Erector spinae;Hamstrings;Beginner;;;b6fcd803-1d0a-43cb-a150-7804b99de742;0;"[""tier3"",""mobility"",""rehab""]";;30;stretch;mobility;;cool_down;40;50;back stretch;stretching, yoga
431113;Sitting Bent Over Back Stretch;Stretching;Back;Body weight;Erector spinae;Hamstrings;Beginner;;;89b1488c-814e-4969-92f4-19e333bdece6;2;"[""tier3"",""mobility"",""rehab""]";;30;stretch;mobility;;cool_down;40;50;back stretch;stretching, yoga
179713;Reach up back stretch;Stretching;Back;Body weight;Erector spinae;Trapezius, Latissimus dorsi;Beginner;;;c56def18-ecfd-4a75-bbc7-feb1b764de4f;0;"[""tier3"",""mobility"",""rehab""]";;1;stretch;mobility;;cool_down, beginner_friendly;20;30;back stretch;stretching
179513;Reaching upper back stretch;Stretching;Back;Body weight;Trapezius;Rhomboids;Beginner;;;863d8c13-81e3-4b56-a3a5-804b27115634;0;"[""tier3"",""mobility"",""rehab""]";;1;stretch;mobility;;cool_down, beginner_friendly;20;30;back stretch;stretching
136513;Upper Back Stretch;Stretching;Back;Body weight;Trapezius;Rhomboids, Erector spinae;Beginner;;;2009927a-f308-46aa-8b5b-f0ef59c1659a;0;"[""tier1"",""isolation"",""mobility"",""rehab"",""bodyweight""]";;1;stretch;mobility;;cool_down;20;30;back stretch;stretching
62613;Middle Back Stretch;Stretching;Back;Body weight;Erector spinae;Rhomboids, Trapezius;Beginner;;;0a66a37f-140f-4b4e-a1c0-979227a518da;0;"[""tier2"",""isolation"",""mobility"",""rehab""]";;60;stretch;mobility;;beginner_friendly, cool_down;50;55;back stretch;stretching, prehab
428813;Middle Back Stretch;Stretching;Waist;Body weight;Erector spinae;Rhomboids, Trapezius;Beginner;;;c40162a5-8b2b-4255-9444-a2e1e056010a;1;"[""tier2"",""isolation"",""mobility"",""rehab""]";;60;stretch;mobility;;beginner_friendly, cool_down;50;55;back stretch;stretching, prehab
44013;Dynamic Back Stretch;Stretching;Back;Body weight;Erector spinae;Latissimus dorsi, Trapezius;Beginner;Perform dynamic movements to gently mobilize and stretch the back muscles, focusing on spinal flexibility.;;856f4257-f31a-426f-8426-d7c442ccd008;0;"[""tier3"",""mobility"",""rehab""]";;40;stretch;mobility;;warm_up;40;45;back stretch;stretching
467113;Dynamic Back Stretch;Stretching;Back;Body weight;Erector spinae;Latissimus dorsi, Trapezius;Beginner;;;db2dda44-b2d5-49c0-9305-3e625f3de112;1;"[""tier3"",""mobility"",""rehab""]";;40;stretch;mobility;;warm_up;40;45;back stretch;stretching
105213;Fixed Bar Back Stretch;Stretching;Back;Body weight;Erector spinae;Latissimus dorsi, Trapezius, Rhomboids;Beginner;;;5810a735-319f-43e6-a826-ac0f725a504e;0;"[""tier1"",""isolation"",""mobility"",""rehab"",""beginner_friendly""]";;40;stretch;mobility;;cool_down;30;35;back stretch;stretching
487513;Bodyweight Standing Back Stretch;Stretching;Back;Body weight;Erector spinae;Latissimus dorsi, Trapezius;Beginner;;;7f8f152d-0d2a-41e9-9f78-7ffc8720df77;2;"[""tier2"",""isolation"",""mobility"",""beginner_friendly"",""bodyweight""]";;30;stretch;mobility;;bodyweight, beginner_friendly;40;45;Back stretch;stretching
180013;Cable Suspension Back Stretch;Stretching;Back;Cable;Erector spinae;Latissimus dorsi, Trapezius;Beginner;;;c16261ec-59b5-48e8-b418-c240960b023c;0;"[""tier3"",""mobility"",""rehab""]";;30;stretch;mobility;;cool_down;20;25;back stretch;stretching
133713;Exercise Ball Back Stretch;Stretching;Back;Stability ball;Erector spinae;Multifidus, Latissimus dorsi;Beginner;;;222dcb43-6932-4853-999b-9bb1f48b759f;0;"[""tier1"",""isolation"",""mobility"",""rehab"",""bodyweight""]";;30;stretch;mobility;;cool_down, beginner_friendly;40;45;back stretch;stretching
134013;Exercise Ball Lower Back Prone Stretch;Stretching;Back;Stability ball;Erector spinae;Multifidus, Quadratus lumborum;Beginner;;;ea1d41fb-f6f5-4133-b502-23a7e37e0aa3;0;"[""tier1"",""isolation"",""mobility"",""rehab"",""bodyweight""]";;30;stretch;mobility;;cool_down, beginner_friendly;40;45;back stretch;stretching
134113;Exercise Ball Lower Back Stretch (Pyramid);Stretching;Back;Stability ball;Erector spinae;Quadratus lumborum, Multifidus;Beginner;;;f0e011e6-f716-4472-a6da-9087cbf71d0b;0;"[""tier1"",""isolation"",""mobility"",""rehab"",""bodyweight""]";;30;stretch;mobility;;cool_down, beginner_friendly;40;45;back stretch;stretching
220813;Roll Back Stretch;Stretching;Back;Roll;Erector spinae;Multifidus, Latissimus dorsi;Beginner;;;1a827e8a-d173-422a-a47f-c89dad4b3857;0;"[""tier3"",""isolation"",""mobility"",""rehab""]";;30;stretch;mobility;;cool_down;20;25;back stretch;stretching
115313;Suspender Upper Back Stretch;Stretching;Back;Suspension;Trapezius;Rhomboids, Levator scapulae;Beginner;;;b3e864e4-8fb4-4b22-a918-786f07ee96af;0;"[""tier3"",""isolation"",""mobility"",""rehab""]";;30;stretch;mobility;;cool_down;35;40;Back Stretch;stretching
179613;Standing reach up back rotation stretch;Stretching;Back;Body weight;Erector spinae;Latissimus dorsi, Trapezius;Beginner;;;d792f1ef-5bf5-463d-be4a-ca240884c3df;0;"[""tier3"",""mobility"",""rehab"",""rotation""]";;1;stretch;mobility;rotation;cool_down, beginner_friendly;15;20;back stretch;stretching
654013;Big Turn Back Stretch;Stretching;Chest;Body weight;Pectoralis major;Pectoralis minor, Deltoid anterior;Beginner;;;95338d9a-f647-4b7d-9f25-cd4b08dcf1c4;2;"[""tier3"",""isolation"",""mobility""]";;20;stretch;mobility;rotation;cool_down, at_home;20;20;back stretch;stretching
402713;Resistance Band Standing Back Warming-up;Stretching;Chest, Hips;Resistance Band;Erector spinae;Latissimus dorsi, Trapezius;Beginner;;;dfc123eb-7729-4b27-a760-07dd6e8b2e3b;0;"[""tier3"",""isolation"",""mobility"",""warm-up""]";;40;dynamic;warm_up, mobility;;beginner_friendly, at_home;40;45;back warm-up;prehab
351613;Shoulder Backbend Stretch;Stretching;Shoulders;Body weight;Deltoid anterior;Pectoralis major;Beginner;;;2f15c965-32d6-41f2-8ed9-90df6be7a9b5;0;"[""tier3"",""isolation"",""mobility"",""rehab""]";;30;stretch;mobility, flexibility;;beginner_friendly, at_home;30;45;backbend stretch;yoga, stretching
351713;Spine Backbend Stretch;Stretching;Hips;Body weight;Erector spinae;Multifidus, Quadratus lumborum;Beginner;;;0b8e0675-3b01-4bd9-9594-e4328d0bbdce;0;"[""tier3"",""isolation"",""mobility"",""rehab""]";;30;stretch;mobility;;at_home, beginner_friendly;20;30;backbend stretch;stretching
357513;Kettlebell Backward Lunge;Strength;Hips, Thighs;Kettlebell;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae;Intermediate;;;9abe501b-2bf0-46c0-aee8-7952e305b81c;0;"[""tier2"",""compound"",""strength"",""hypertrophy"",""lunge""]";;60;compound;strength, balance;lunge;;55;60;backward lunge;lifting
290713;Power Sled Backward Push;Strength;Thighs;Power Sled;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;721ab0e9-5ba8-4ebf-8fa7-12037e5e6e2d;0;"[""tier3"",""compound"",""strength"",""hinge""]";;60;compound;strength, power;hinge;high_impact;75;65;backward push;lifting
343913;Medicine Ball Backward Throw;Strength;Hips;Medicine Ball;Gluteus maximus;Hamstrings, Erector spinae, Rectus abdominis;Intermediate;;;4aba284a-664f-4316-a2bc-039b0c7cd91e;0;"[""tier2"",""compound"",""power"",""rotation""]";;50;ballistic;power, coordination;hinge;high_impact;45;40;backward throw;plyometrics, explosives
960813;Walking Backward on a Treadmill;Aerobic;Cardio;Body weight;Hamstrings;Gluteus maximus, Quadriceps, Gastrocnemius;Beginner;;;4bfba44c-39b8-4b51-9bea-ac21ba76f317;1;"[""tier2"",""compound"",""endurance"",""low_impact""]";;50;cardio;endurance, coordination;;low_impact;40;50;backward walk;cardio
889113;Weighted Bag Good Morning;Strength;Hips;Weighted;Erector spinae;Hamstrings, Gluteus maximus;Intermediate;;;4a1aaa9d-cd03-4571-bb7c-dabe22ceaedf;1;"[""tier2"",""compound"",""strength"",""hinge""]";;65;compound;strength, hypertrophy;hinge;plateau_breaker;50;45;bag good morning;lifting
870113;Weighted Bag Walking Lunge;Strength;Thighs;Weighted;Quadriceps;Gluteus maximus, Hamstrings;Intermediate;;;7ad3bc39-6fa7-46dd-bd88-04f812ce0665;1;"[""tier2"",""compound"",""strength"",""endurance"",""lunge""]";;70;compound;strength, hypertrophy;lunge;plateau_breaker;60;55;bag lunge;lifting
168413;Dumbbell Step Up Single Leg Balance with Bicep Curl;Strength;Upper Arms;Dumbbell;Quadriceps;Biceps brachii, Gluteus maximus, Hamstrings, Rectus abdominis;Intermediate;;;0027e336-9852-4879-b643-096b92e257e2;0;"[""tier3"",""compound"",""hypertrophy"",""stability"",""balance""]";;55;compound;balance, coordination;;plateau_breaker;50;60;balance curl;lifting
284013;Control Balance;Stretching;Hips, Thighs, Waist;Body weight;Gluteus maximus;Hamstrings, Erector spinae;Intermediate;;;4e5ad917-5882-4fec-96a8-1f7e3e5d6e4d;2;"[""tier3"",""isolation"",""stability"",""mobility"",""core""]";;50;isometric;balance, stability;;beginner_friendly;40;60;balance hold;pilates
94613;Crane Pose Bakasana;Stretching;Yoga;Body weight;Rectus abdominis;Deltoid anterior, Biceps brachii, Triceps brachii, Obliquus externus abdominis;Advanced;;;6b6ad26e-34f4-449b-ae93-4be10423fa9a;0;"[""tier3"",""compound"",""strength"",""stability"",""low_impact""]";;60;isometric;balance, strength;;bodyweight, yoga;50;70;balance pose;yoga
94713;Crescent Moon Pose;Stretching;Yoga;Body weight;Obliquus externus abdominis;Rectus abdominis, Erector spinae;Intermediate;;;8724f670-1886-4e3e-b065-d1286661250a;0;"[""tier3"",""compound"",""stability"",""mobility"",""low_impact""]";;55;isometric;balance, mobility;;bodyweight, yoga;40;60;balance pose;yoga
437213;Crocodile Yoga Pose;Stretching;Stretching;Body weight;Erector spinae;Latissimus dorsi, Trapezius;Beginner;;;cc860ba4-e152-418e-b4bd-77c599c681a2;0;"[""tier3"",""isolation"",""mobility"",""rehab""]";;50;isometric;balance, stability;;bodyweight, yoga;40;60;balance pose;yoga
597513;Single Leg Balance Cross Punch;Aerobic;Plyometrics;Body weight;Quadriceps;Gluteus maximus, Rectus abdominis, Deltoid anterior;Intermediate;;;c020039f-5b26-4c63-b73b-00cef9942e12;1;"[""tier3"",""compound"",""stability"",""balance"",""rotation""]";;45;compound;balance, coordination;;bodyweight, beginner_friendly;50;60;balance punch;calisthenics
336513;Hawaian Squat;Strength;Hips, Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings, Erector spinae;Beginner;;;0097b716-614c-4682-a8e8-dfdcf81d8a0d;0;"[""tier3"",""compound"",""strength"",""balance"",""squat"",""plateau_breaker""]";;40;compound;strength, balance;squat;bodyweight;50;45;balance squat;calisthenics
2013;Balance Board;Strength;Thighs;Bosu ball;Quadriceps;Hamstrings, Gluteus maximus, Rectus abdominis;Intermediate;Perform balancing exercises or squats on the Bosu ball to enhance lower limb strength and proprioceptive stability.;;4d9bd502-19e2-4223-ac06-29765fa57560;0;"[""tier2"",""compound"",""stability"",""mobility"",""low_impact""]";;60;isometric;balance, stability;;beginner_friendly;50;60;balance tool;reha, prehab
669413;Balance Board (VERSION 2);Stretching;Hips;Body weight;Gluteus medius;Gluteus maximus, Hamstrings, Obliquus externus abdominis;Intermediate;;;1f28dfd5-6ac1-4520-ad4b-895f2e67e934;2;"[""tier3"",""compound"",""stability"",""beginner_friendly""]";;60;isometric;balance, stability;;beginner_friendly;50;60;balance tool;reha, prehab
597013;Heel to Toe Walk;Aerobic;Plyometrics;Body weight;Gastrocnemius;Tibialis anterior, Soleus, Rectus abdominis;Beginner;;;017718d6-a06f-4aac-8f1d-eae1460a911e;1;"[""tier3"",""isolation"",""mobility"",""stability"",""balance""]";;30;dynamic;balance, coordination;;beginner_friendly;35;40;balance walk;prehab
25513;Circles Ball (wall);Strength;Shoulders;Stability ball;Deltoid (all heads);Rotator cuff, Trapezius, Serratus anterior;Intermediate;Perform controlled circular movements while pressing the stability ball against the wall to maintain shoulder stability and engage secondary scapular muscles.;;88865957-0051-49e1-9fb2-c2ab26a0fe24;0;"[""tier3"",""mobility"",""stability"",""prehab""]";;35;dynamic;mobility, coordination;;beginner_friendly;30;40;ball circles;stretching
84013;Weighted Overhead Crunch (on stability ball);Strength;Waist;Weighted;Rectus abdominis;Obliquus externus abdominis, Transversus abdominis;Intermediate;;;29c1d721-abab-4441-a2de-ab2908c0a920;0;"[""tier3"",""isolation"",""strength"",""stability""]";;50;compound;strength, stability;crunch;plateau_breaker;45;55;ball crunch;lifting, stability
425313;Medicine Ball Crunch;Strength;Waist;Medicine Ball;Rectus abdominis;Obliquus externus abdominis, Iliopsoas;Beginner;;;76c8c24a-53f2-447a-98cb-da3cbfd86176;0;"[""tier2"",""isolation"",""hypertrophy"",""core""]";;65;isolation;strength, hypertrophy;crunch;beginner_friendly;60;65;ball crunch;lifting, calisthenics
342213;Crunch with Medicine Ball;Strength;Waist;Medicine Ball;Rectus abdominis;Obliquus externus abdominis, Hip flexors;Beginner;;;cdf7163e-02f8-402f-8870-b8495102ec31;0;"[""tier1"",""isolation"",""hypertrophy"",""core""]";;60;isolation;strength, hypertrophy;crunch;beginner_friendly;55;60;ball crunch;lifting
342313;Crunch with Medicine Ball;Strength;Waist;Medicine Ball;Rectus abdominis;Obliquus externus abdominis, Hip flexors;Beginner;;;7a8865e3-cb3c-4e9e-b0d9-e05ac3a92ed5;2;"[""tier1"",""isolation"",""hypertrophy"",""core""]";;60;isolation;strength, hypertrophy;crunch;beginner_friendly;55;60;ball crunch;lifting
229713;Stability Ball Crunch (Full range hands behind head);Strength;Waist;Stability ball;Rectus abdominis;Obliquus externus abdominis, Hip flexors;Intermediate;;;42e1cf1b-9b35-4f43-b88a-51a75661ac39;0;"[""tier1"",""isolation"",""hypertrophy"",""core"",""beginner_friendly""]";;50;isolation;hypertrophy;crunch;beginner_friendly;55;60;ball crunch;lifting
333213;Weighted Stability Ball Crunch (Full range);Strength;Waist;Weighted;Rectus abdominis;Obliquus externus abdominis, Hip flexors;Intermediate;;;d0c92563-b69d-437c-ad5f-0c6036295230;0;"[""tier2"",""isolation"",""strength"",""hypertrophy""]";;50;isolation;strength, hypertrophy;crunch;beginner_friendly;40;45;ball crunch;lifting, calisthenics
165913;Dumbbell Hammer Curl on Exercise Ball;Strength;Upper Arms;Dumbbell;Biceps brachii;Brachioradialis, Rectus abdominis;Intermediate;;;a7fd439f-fded-4b9a-8b86-2b885010b836;0;"[""tier3"",""isolation"",""hypertrophy"",""stability""]";;60;isolation;hypertrophy, balance;;beginner_friendly;65;70;ball curl;lifting
264713;Dumbbell Hammer Curl on Exercise Ball;Strength;Upper Arms;Dumbbell, Stability ball;Biceps brachii;Brachioradialis, Brachialis, Rectus abdominis;Intermediate;;;959b9619-1cfa-43e6-a539-d3d84db9a52c;2;"[""tier3"",""isolation"",""hypertrophy"",""stability""]";;60;isolation;hypertrophy, balance;;beginner_friendly;65;70;ball curl;lifting
166813;Dumbbell One Arm Seated Bicep Curl on Exercise Ball;Strength;Upper Arms;Dumbbell;Biceps brachii;Brachialis, Rectus abdominis;Intermediate;;;9f12b879-7acb-41a6-814c-fa41a23d1ea0;0;"[""tier3"",""isolation"",""hypertrophy"",""stability"",""beginner_friendly""]";;50;isolation;hypertrophy, stability;;beginner_friendly;55;50;ball curl;lifting
174413;Exercise Ball Dip;Strength;Upper Arms;Stability ball;Triceps brachii;Pectoralis major, Deltoid anterior, Rectus abdominis;Intermediate;;;ed892ad1-7e76-476c-8bc4-5298b5905938;0;"[""tier3"",""compound"",""strength"",""hypertrophy"",""stability""]";;60;compound;strength, hypertrophy;vertical_press;beginner_friendly;65;60;ball dip;calisthenics
551313;Bench Dip on Stability Ball;Strength;Upper Arms;Body weight;Triceps brachii;Pectoralis major, Deltoid anterior, Rectus abdominis;Intermediate;;;b7fac6ba-ebe7-4c42-8e4c-37e216fee8af;0;"[""tier2"",""compound"",""strength"",""stability"",""beginner_friendly""]";;50;compound;strength, stability;;beginner_friendly;65;60;ball dip;lifting
596713;Agility Ball Drill;Aerobic;Plyometrics;Stability ball;Rectus abdominis;Obliquus externus abdominis, Erector spinae;Intermediate;;;07f6a7e0-5f11-4024-aa49-a3585384e49e;1;"[""tier3"",""compound"",""endurance"",""agility""]";;1;dynamic;agility, coordination;;warm_up;10;10;ball drill;plyometrics
83513;Weighted Hyperextension (on stability ball);Strength;Back;Weighted;Erector spinae;Gluteus maximus, Hamstrings;Intermediate;;;f753fa6d-0478-4d23-baa0-fcc9977ddb0b;0;"[""tier3"",""isolation"",""strength"",""stability"",""rehab""]";;60;compound;strength, stability;hinge;plateau_breaker;50;60;ball extension;lifting, stability
128613;Dumbbell One Arm Chest Fly on Exercise Ball;Strength;Chest;Dumbbell;Pectoralis major;Deltoid anterior, Rectus abdominis;Intermediate;;;1a3cf3c3-e08a-49a2-af05-80468a99e0b1;0;"[""tier3"",""isolation"",""hypertrophy"",""stability""]";;55;isolation;hypertrophy, stability;;beginner_friendly;50;55;ball fly;lifting
128813;Dumbbell One Arm Fly on Exercise Ball;Strength;Chest;Dumbbell;Pectoralis major;Deltoid anterior, Rectus abdominis;Intermediate;;;6c47ac38-8ae7-4777-b2d3-74e84079345f;0;"[""tier3"",""isolation"",""hypertrophy"",""stability""]";;55;isolation;hypertrophy, stability;;beginner_friendly;50;55;ball fly;lifting
