id;Name;exercise_type;bodyPart;Equipment;muscle_group;secondary_muscles;difficulty;remarks;is_duplicate;exID;Gender;tags;tags_temp;score;type;goal;motion_pattern;additional;popularity_men;popularity_women;summary;philosophy;Video
1277;Cable Straight Arm Pulldown Back;Strength;Back;Cable;Latissimus dorsi;Teres major;Intermediate;Keep arms straight and engage lats throughout the movement.;;;0;;;70;isolation;hypertrophy;vertical_pull;;70;60;arm pulldown;lifting;https://www.youtube.com/watch?v=fnRnyRwlmZQ
918;Cable straight arm pulldown II Back;Strength;Back;Cable;Latissimus dorsi;Teres major, Triceps brachii;Intermediate;Keep the arms straight and focus on pulling with the back muscles.;;;2;;;70;isolation;strength, hypertrophy;vertical_pull;beginner_friendly;65;60;straight arm pulldown;lifting;https://www.youtube.com/watch?v=oBi4NH8ZsSg
1278;Cable Straight Arm Pulldown with rope Back;Strength;Back;Cable, Rope;Latissimus dorsi;Teres major;Intermediate;Use a rope attachment for a wider range of motion.;;;0;;;70;isolation;hypertrophy;vertical_pull;;70;60;rope pulldown;lifting;https://www.youtube.com/watch?v=LdVHKxkJKuM&pp=0gcJCccJAYcqIYzv
406;Cable Straight Back Seated Row Back;Strength;Back;Cable;Latissimus dorsi;Rhomboids, Biceps brachii;Intermediate;Keep the back straight and pull through the elbows.;;;2;;;95;compound;strength, hypertrophy;horizontal_pull;;85;75;seated row;lifting;https://www.youtube.com/watch?v=YRNhSMdQt1g
1276;Cable Straight Back Seated Row Back;Strength;Back;Cable;Latissimus dorsi;Rhomboids, Biceps brachii;Intermediate;Keep the back straight and pull through the elbows.;;;0;;;95;compound;strength, hypertrophy;horizontal_pull;;85;75;seated row;lifting;https://www.youtube.com/watch?v=MjxeeP3C-a8
613;Cable Straight Legs Pull Through with rope;Strength;Hips;Cable, Rope;Gluteus maximus;Hamstrings;Intermediate;Keep the back straight and hinge at the hips.;;;2;;;70;compound;strength, hypertrophy;hinge;beginner_friendly;60;55;pull through;lifting;https://www.youtube.com/watch?v=pL9d_p_q3lE
768;Cable Triceps Pushdown SZ bar Upper arms;Strength;Upper arms;Cable, EZ Barbell;Triceps brachii;Anconeus;Intermediate;Keep elbows close to the body and extend fully.;;;0;;;70;isolation;hypertrophy;;;75;65;Triceps pushdown;lifting;https://www.youtube.com/watch?v=1oGnppz4sbM
1275;Cable Triceps Pushdown V bar attachment Upper Arms;Strength;Upper arms;Cable, V bar attachment;Triceps brachii;0;Intermediate;Keep elbows close to the body to emphasize triceps engagement.;;;0;;;70;isolation;hypertrophy;;;80;65;triceps pushdown;lifting;https://www.youtube.com/watch?v=veWMOzeghTw
654;Cable Triceps Pushdown V bar Upper Arms;Strength;Upper arms;Cable;Triceps brachii;Anconeus;Beginner;Keep elbows stationary and focus on the triceps contraction.;;;2;;;70;isolation;hypertrophy;;beginner_friendly;85;75;triceps pushdown;lifting;https://www.youtube.com/watch?v=RLhSB5PdHbU
1274;Cable Tuck Reverse Crunch waist;Strength;Waist;Cable;Rectus abdominis;Obliquus externus abdominis;Intermediate;Engage core fully to perform the reverse crunch effectively.;;;0;;;60;isolation;hypertrophy;crunch;beginner_friendly;60;70;reverse crunch;lifting;https://www.youtube.com/watch?v=NB15BGs_dXQ
881;Cable twist down up waist;Strength;Waist;Cable;Obliquus externus abdominis;Rectus abdominis, Transversus abdominis;Intermediate;Focus on a controlled twist and engage the core for stability.;;;0;;;50;isolation;core, stability;rotation;beginner_friendly;45;50;twist;calisthenics;https://www.youtube.com/watch?v=JWObWeBruFo
880;Cable twist up down version 2 waist;Strength;Waist;Cable;Obliquus externus abdominis;Rectus abdominis, Transversus abdominis;Intermediate;Maintain a controlled twist and engage the core throughout.;;;2;;;50;isolation;core, stability;rotation;beginner_friendly;45;50;twist;calisthenics;https://www.youtube.com/watch?v=P-Sw4Dqr7Mo
978;Cable twist up down Waist;Strength;Waist;Cable;Obliquus externus abdominis;Rectus abdominis;Intermediate;Maintain a stable stance and focus on core engagement.;;;0;;;50;dynamic;coordination, mobility;rotation;;55;60;Cable twist;lifting;https://www.youtube.com/watch?v=Jt1OtmmYI7U
879;Cable twisting overhead press shoulders;Strength;Shoulders;Cable;Deltoid;Triceps brachii, Obliquus externus abdominis;Advanced;Engage the core to stabilize the movement and avoid excessive twisting.;;;0;;;50;compound;strength, hypertrophy;vertical_press;plateau_breaker;50;45;twist press;lifting;https://www.youtube.com/watch?v=-BeydhJLjuw
1273;Cable Underhand Pulldown Back;Strength;Back;Cable;Latissimus dorsi;Biceps brachii;Intermediate;Use an underhand grip to emphasize the lower lats.;;;0;;;70;compound;strength, hypertrophy;vertical_pull;;75;65;underhand pulldown;lifting;https://www.youtube.com/watch?v=tAEETcwaVw8
1272;Cable Upright Row shoulder;Strength;Shoulders;Cable;Deltoid (all heads);Trapezius;Intermediate;Keep elbows above wrists to target the shoulders effectively.;;;0;;;70;compound;strength, hypertrophy;vertical_pull;;70;65;upright row;lifting;https://www.youtube.com/watch?v=TcsXjD_0WDA&pp=0gcJCccJAYcqIYzv
628;Cable Wide Grip Lat Pulldown Back;Strength;Back;Cable;Latissimus dorsi;Biceps brachii, Rhomboids;Intermediate;Pull the bar to the chest with elbows pointing down.;;;2;;;95;compound;strength, hypertrophy;vertical_pull;beginner_friendly;80;75;lat pulldown;lifting;https://www.youtube.com/watch?v=FiVx41GKogg
859;Cable Wide Grip Rear Pulldown Behind Neck Back;Strength;Back;Cable;Latissimus dorsi;Trapezius, Rhomboids;Advanced;Perform with caution to avoid shoulder strain.;;;0;;;40;compound;strength, hypertrophy;vertical_pull;plateau_breaker;50;45;rear pulldown;lifting;https://www.youtube.com/watch?v=ghaNxoglRQc
1271;Cable Wrist Curl Forearm;Strength;Forearms;Cable;Forearm flexors;0;Beginner;Focus on controlled movement to isolate the forearm muscles.;;;0;;;60;isolation;hypertrophy;;beginner_friendly;65;55;wrist curl;lifting;https://www.youtube.com/watch?v=LDDoeTutX-k
325;Calf Raise from Deficit with Chair Supported Calves;Strength;Calves;Body weight;Gastrocnemius;Soleus;Intermediate;Ensure full range of motion for maximum calf engagement.;;;0;;;60;isolation;strength, hypertrophy;;beginner_friendly, at_home;55;60;calf raise;lifting;https://www.youtube.com/watch?v=oJSMDefMG54&pp=0gcJCccJAYcqIYzv
69;Calf Stretch with Rope Calves;Stretching;Calves;Rope;Gastrocnemius;0;Beginner;Use the rope to gently pull and stretch the calf muscles.;;;2;;;35;stretch;mobility;;low_impact, cool_down;35;45;calf stretch;stretching;https://www.youtube.com/watch?v=7r4pmpVvZcI
840;Calf Stretch with Rope Calves;Stretching;Calves;Rope;Gastrocnemius;0;Beginner;Use the rope to gently pull and stretch the calf muscles.;;;0;;;35;stretch;mobility;;low_impact, cool_down;35;45;calf stretch;stretching;https://www.youtube.com/watch?v=6kli-__zNOk
953;Calves stretch Calves;Stretching;Calves;Body weight;Gastrocnemius;Soleus;Beginner;Hold the stretch for at least 20-30 seconds for effectiveness.;;;2;;;1;stretch;mobility;;cool_down, beginner_friendly;35;45;Calf stretch;stretching;https://www.youtube.com/watch?v=PcQhHi8DYu8
1270;Cambered Bar Lying Row Back;Strength;Back;Cambered Bar;Latissimus dorsi;Rhomboids, Trapezius;Intermediate;Maintain a neutral spine and avoid rounding the back.;;;0;;;70;compound;strength, hypertrophy;horizontal_pull;;70;60;lying row;lifting;https://www.youtube.com/watch?v=c3EcyJQSoRs
707;Captains chair leg raise Hips;Strength;Hips;Body weight;Iliopsoas;Rectus abdominis;Beginner;Focus on lifting the legs with the hip flexors.;;;0;;;70;compound;strength, hypertrophy;hinge;beginner_friendly;70;65;leg raise;lifting;https://www.youtube.com/watch?v=nt2m_6fzqhU
223;Cardio Lunge Cardio;Aerobic;Thighs, Hips;Body weight;Quadriceps;Gluteus maximus, Hamstrings;Beginner;Maintain a steady pace and ensure proper form.;;;0;;;45;cardio;endurance, agility;lunge;low_impact;50;55;cardio lunge;cardio;https://www.youtube.com/watch?v=Ats_D6r5lXI
928;Cat Stretch m Back;Stretching;Back;Body weight;Erector spinae;0;Beginner;Perform the stretch slowly and focus on the movement of the spine.;;;0;;;50;stretch;mobility;;cool_down;45;50;cat stretch;yoga, stretching;https://www.youtube.com/watch?v=If0hqU_Ht88&pp=0gcJCccJAYcqIYzv
48;Ceiling Look Stretch Thighs;Stretching;Thighs;Body weight;Quadriceps;0;Beginner;Hold the stretch gently without bouncing to avoid injury.;;;1;;;50;stretch;mobility;;cool_down;40;45;ceiling stretch;stretching;https://www.youtube.com/watch?v=tXT6gWSUCsI
1269;Ceiling Look Stretch Thighs;Stretching;Thighs;Body weight;Quadriceps;0;Beginner;Hold the stretch gently without bouncing to avoid injury.;;;2;;;50;stretch;mobility;;cool_down;40;45;ceiling stretch;stretching;https://www.youtube.com/watch?v=Bt8uNHVSlEo
278;Chest Dip Chest;Strength;Chest;Body weight;Pectoralis major;Triceps brachii;Intermediate;Keep the elbows close to the body and avoid swinging.;;;2;;;95;compound;strength, hypertrophy;vertical_press;bodyweight;85;75;chest dip;calisthenics;https://www.youtube.com/watch?v=QatNNBgMH2Y
1268;Chest Dip Chest;Strength;Chest;Body weight;Pectoralis major;Triceps brachii;Intermediate;Keep the elbows close to the body and avoid swinging.;;;0;;;95;compound;strength, hypertrophy;vertical_press;bodyweight;85;75;chest dip;calisthenics;https://www.youtube.com/watch?v=9eeXEO9094Y
821;Chest Dip on dip pull up cage Chest;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior;Intermediate;Lean forward slightly to emphasize the chest muscles.;;;0;;;85;compound;strength, hypertrophy;horizontal_press;bodyweight;80;70;chest dip;calisthenics, lifting;https://www.youtube.com/watch?v=pU2StSIPuvo
384;Chest Tap Push up;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior;Intermediate;Maintain a stable core and avoid rotating the hips during the tap.;;;1;;;60;compound;strength, stability;horizontal_press;bodyweight, at_home;75;75;tap push-up;calisthenics;https://www.youtube.com/watch?v=MHNxPTqpng4
1282;Chin to chest Stretch waist f;Stretching;Waist;Body weight;Erector spinae;Rectus abdominis;Beginner;Gently bring chin to chest to stretch the lower back.;;;2;;;30;stretch;mobility;;cool_down;40;45;neck stretch;stretching;https://www.youtube.com/watch?v=OCwH_f4-fgQ
601;Chin Up Back;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii, Rhomboids;Intermediate;Ensure full range of motion and control during the descent.;;;2;;;95;compound;strength, hypertrophy;vertical_pull;bodyweight;85;75;pull-up;lifting, calisthenics;https://www.youtube.com/watch?v=MMDDXeF2Ids
858;Chin Up Back;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii, Rhomboids;Intermediate;Ensure full range of motion and control during the descent.;;;0;;;95;compound;strength, hypertrophy;vertical_pull;bodyweight;85;75;pull-up;lifting, calisthenics;https://www.youtube.com/watch?v=1Vp59E7hSaY
277;Chin ups narrow parallel grip Back;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii;Intermediate;Focus on pulling with the back muscles rather than the arms.;;;2;;;95;compound;strength, hypertrophy;vertical_pull;bodyweight;85;80;chin up;calisthenics;https://www.youtube.com/watch?v=hZv0aWrX1cY
1281;Chin ups narrow parallel grip Back;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii;Intermediate;Focus on pulling with the back muscles rather than the arms.;;;0;;;95;compound;strength, hypertrophy;vertical_pull;bodyweight;85;80;chin up;calisthenics;https://www.youtube.com/watch?v=6PMXvwa0YbI
129;Circles Arm Shoulders;Stretching;Shoulders;Body weight;Deltoid;0;Beginner;Perform the circles with a controlled motion.;;;1;;;40;dynamic;mobility;;warm_up;50;60;Arm circles;stretching;https://www.youtube.com/watch?v=e3milSfgk4Q
1280;Circles Arm Shoulders;Stretching;Shoulders;Body weight;Deltoid;0;Beginner;Perform the circles with a controlled motion.;;;2;;;40;dynamic;mobility;;warm_up;50;60;Arm circles;stretching;https://www.youtube.com/watch?v=GhHSGocpcac
1279;Circles Elbow Arm Shoulders;Stretching;Shoulders;Body weight;Deltoid (all heads);0;Beginner;Perform gentle circular motions to warm up the shoulder joint.;;;2;;;30;dynamic;mobility;;warm_up;40;45;elbow circles;stretching;https://www.youtube.com/watch?v=uc_1h8VT4KI
68;Circles Knee Stretch Calves;Stretching;Calves;Body weight;Gastrocnemius;0;Beginner;Perform gentle circles to enhance flexibility in the calves.;;;2;;;30;stretch;mobility;;low_impact, cool_down;30;40;knee circles;stretching;https://www.youtube.com/watch?v=QgQ19qFCN4s
146;Circles Knee Stretch Calves;Stretching;Calves;Body weight;Gastrocnemius;0;Beginner;Perform gentle circles to enhance flexibility in the calves.;;;2;;;30;stretch;mobility;;low_impact, cool_down;30;40;knee circles;stretching;https://www.youtube.com/watch?v=EYUXvRuf8OI
1261;Circles Knee Stretch Calves;Stretching;Calves;Body weight;Gastrocnemius;0;Beginner;Perform gentle circles to enhance flexibility in the calves.;;;0;;;30;stretch;mobility;;low_impact, cool_down;30;40;knee circles;stretching;https://www.youtube.com/watch?v=3wCmLLP7wrE
867;Clap Push Up Plyometrics Chest;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior;Advanced;Explosive movement requires good control to avoid injury.;;;0;;;70;ballistic;power, strength;horizontal_press;high_impact;70;60;clap push-up;plyometrics, explosives;https://www.youtube.com/watch?v=JP9tXC6zkmc
1260;Clock Push Up Chest;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior;Advanced;Rotate hands in a clock-like motion for varied muscle engagement.;;;0;;;50;compound;strength, hypertrophy, coordination;horizontal_press;bodyweight, at_home;55;50;clock push-up;calisthenics;https://www.youtube.com/watch?v=91nAmIkHn64
857;Close Grip Chin Up Back;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii, Rhomboids;Advanced;Keep the elbows close to the body for maximum back engagement.;;;0;;;95;compound;strength, hypertrophy;vertical_pull;bodyweight;80;70;close chin-up;calisthenics, lifting;https://www.youtube.com/watch?v=ys96R3ECvZE
600;Close Grip Chin Up Back FIX;Strength;Back;Body weight;Latissimus dorsi;Biceps brachii, Rhomboids;Intermediate;Keep elbows close to the body and pull chest to the bar.;;;2;;;70;compound;strength, hypertrophy;vertical_pull;bodyweight;75;65;chin-up;calisthenics;https://www.youtube.com/watch?v=t0osIEJ2rzA
502;Close grip Push up on knees Upper Arms;Strength;Upper arms;Body weight;Triceps brachii;Pectoralis major, Deltoid anterior;Beginner;Perform on knees to reduce load and focus on form.;;;2;;;70;compound;strength, hypertrophy;horizontal_press;bodyweight, beginner_friendly, at_home;70;75;easy triceps push-up;calisthenics;https://www.youtube.com/watch?v=fMjw_zMA43Y
501;Close Grip Push up Upper Arms;Strength;Upper arms;Body weight;Triceps brachii;Pectoralis major, Deltoid anterior;Intermediate;Keep elbows close to the body to maximize triceps engagement.;;;2;;;70;compound;strength, hypertrophy;horizontal_press;bodyweight, at_home;80;70;triceps push-up;calisthenics;https://www.youtube.com/watch?v=7nYCR8pOgoA
1267;Close Grip Push up Upper Arms;Strength;Upper arms;Body weight;Triceps brachii;Pectoralis major, Deltoid anterior;Intermediate;Keep elbows close to the body to maximize triceps engagement.;;;0;;;70;compound;strength, hypertrophy;horizontal_press;bodyweight, at_home;80;70;triceps push-up;calisthenics;https://www.youtube.com/watch?v=d2VEp6QDXNQ&pp=0gcJCccJAYcqIYzv
70;Cobra Yoga Pose Waist;Stretching;Waist;Body weight;Rectus abdominis;Erector spinae;Beginner;Focus on extending the spine and opening the chest.;;;2;;;50;isometric;mobility, stability;;low_impact, cool_down;50;70;cobra pose;yoga;https://www.youtube.com/watch?v=tHbdP8EisYU
794;Cobra Yoga Pose Waist;Stretching;Waist;Body weight;Rectus abdominis;Erector spinae;Beginner;Focus on extending the spine and opening the chest.;;;0;;;50;isometric;mobility, stability;;low_impact, cool_down;50;70;cobra pose;yoga;https://www.youtube.com/watch?v=MoiNmwMTPKg&pp=0gcJCccJAYcqIYzv
516;Cocoons waist;Strength;Waist;Body weight;Rectus abdominis;Obliques, Hip flexors;Intermediate;Engage the core fully and avoid using momentum.;;;2;;;40;isolation;strength, hypertrophy;crunch;beginner_friendly;50;60;cocoons;lifting;https://www.youtube.com/watch?v=Fqh7vOM5cmY
1266;Cocoons waist;Strength;Waist;Body weight;Rectus abdominis;Obliques, Hip flexors;Intermediate;Engage the core fully and avoid using momentum.;;;0;;;40;isolation;strength, hypertrophy;crunch;beginner_friendly;50;60;cocoons;lifting;https://www.youtube.com/watch?v=yci7UrJl31M
521;Cossack Squats Thighs;Strength;Thighs;Body weight;Quadriceps;Gluteus maximus, Adductors;Intermediate;Focus on depth and control to maximize flexibility and strength.;;;2;;;50;compound;strength, mobility;squat;plateau_breaker;65;70;cossack squat;lifting;https://www.youtube.com/watch?v=_s_OZGoEsCE
30;Counterbalanced Skater Squat Thighs;Strength;Thighs, Hips;Body weight;Quadriceps;Gluteus maximus, Hamstrings;Advanced;Focus on balance and control throughout the movement.;;;1;;;60;compound;strength, balance;squat;plateau_breaker;65;60;skater squat;lifting;https://www.youtube.com/watch?v=ighZyaLfuGg
145;Crab Twist Toe Touch Waist;Strength;Waist;Body weight;Obliques;Rectus abdominis;Intermediate;Maintain a steady pace and engage the core.;;;2;;;40;dynamic;core, coordination;;beginner_friendly;45;55;Crab twist;calisthenics;https://www.youtube.com/watch?v=4GDhN4uTpvg
801;Crab Twist Toe Touch Waist;Strength;Waist;Body weight;Obliques;Rectus abdominis;Intermediate;Maintain a steady pace and engage the core.;;;0;;;40;dynamic;core, coordination;;beginner_friendly;45;55;Crab twist;calisthenics;https://www.youtube.com/watch?v=BBsKgxbtagg
117;Criss Cross Leg Raises Hip;Strength;Hips;Body weight;Rectus abdominis;Obliques;Intermediate;Maintain a steady pace and engage the core.;;;0;;;70;isolation;core;crunch;beginner_friendly;50;65;Criss cross;calisthenics;https://www.youtube.com/watch?v=T0QW7R9aHsI
64;Crossover Kneeling Hip Flexor Stretch Hips;Stretching;Hips;Body weight;Hip flexors;0;Beginner;Focus on a gentle stretch to enhance hip flexibility.;;;1;;;40;stretch;mobility;;low_impact, cool_down;45;55;hip flexor stretch;stretching;https://www.youtube.com/watch?v=ANdtTuOy944
1265;Crossover Kneeling Hip Flexor Stretch Hips;Stretching;Hips;Body weight;Hip flexors;0;Beginner;Focus on a gentle stretch to enhance hip flexibility.;;;2;;;40;stretch;mobility;;low_impact, cool_down;45;55;hip flexor stretch;stretching;https://www.youtube.com/watch?v=niOImazbT38
190;Crunch arms straight waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Beginner;Ensure to keep the core engaged and avoid pulling on the neck.;;;1;;;60;isolation;strength, hypertrophy;crunch;beginner_friendly;50;60;straight crunch;lifting;https://www.youtube.com/watch?v=vi2Bo_PlJoA
1264;Crunch arms straight waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Beginner;Ensure to keep the core engaged and avoid pulling on the neck.;;;0;;;60;isolation;strength, hypertrophy;crunch;beginner_friendly;50;60;straight crunch;lifting;https://www.youtube.com/watch?v=RMdpVcl7K4k
1256;Crunch Floor waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Beginner;Avoid pulling on the neck to prevent strain.;;;1;;;70;isolation;hypertrophy;crunch;beginner_friendly, at_home;75;80;floor crunch;lifting;https://www.youtube.com/watch?v=d5nNLyM1pas&pp=0gcJCccJAYcqIYzv
1263;Crunch leg raise Waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Keep legs straight and engage core throughout the movement.;;;0;;;60;isolation;hypertrophy;crunch;beginner_friendly;65;70;leg raise crunch;lifting;https://www.youtube.com/watch?v=HTD3peyi_1o
1262;Crunch legs on stability ball Waist;Strength;Waist;Stability ball;Rectus abdominis;Obliquus externus abdominis;Intermediate;Ensure proper balance on the stability ball for effective crunches.;;;0;;;60;isolation;hypertrophy, stability;crunch;beginner_friendly;60;75;ball leg crunch;lifting;https://www.youtube.com/watch?v=yNDrJlv6zvA
180;Crunch on bench waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Beginner;Ensure to keep the core engaged and avoid pulling on the neck.;;;1;;;70;isolation;strength, hypertrophy;crunch;beginner_friendly;60;70;bench crunch;lifting;https://www.youtube.com/watch?v=tVn_KreaEN8
1259;Crunch on bench Waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Beginner;Ensure to keep the core engaged and avoid pulling on the neck.;;;0;;;70;isolation;strength, hypertrophy;crunch;beginner_friendly;60;70;bench crunch;lifting;https://www.youtube.com/watch?v=nru1JRgauVA
875;Crunch on bosu ball waist;Strength;Waist;Bosu ball;Rectus abdominis;Obliquus externus abdominis, Transversus abdominis;Intermediate;Focus on controlled movement and engage the core for stability.;;;0;;;70;isolation;core, stability;crunch;beginner_friendly;60;65;bosu crunch;calisthenics;https://www.youtube.com/watch?v=M-e6gUglWQA
1258;Crunch on stability ball waist;Strength;Waist;Stability ball;Rectus abdominis;Obliquus externus abdominis;Intermediate;Ensure stability ball is properly inflated for support.;;;0;;;60;isolation;hypertrophy, stability;crunch;beginner_friendly;60;75;ball crunch;lifting;https://www.youtube.com/watch?v=0g2kUaVnBVs
1257;Crunch straight leg up waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Keep legs straight and engage core throughout the movement.;;;2;;;60;isolation;hypertrophy;crunch;beginner_friendly;65;70;leg up crunch;lifting;https://www.youtube.com/watch?v=cTOaYKbZfgQ
205;Dead Bug version 2 waist;Strength;Waist;Body weight;Rectus abdominis;Transversus abdominis;Intermediate;Maintain a neutral spine and engage the core throughout the movement.;;;2;;;60;isometric;stability, coordination;plank;beginner_friendly, at_home;55;65;dead bug;prehab;https://www.youtube.com/watch?v=1a1JtDc8nCo
405;Dead Bug Waist;Strength;Waist;Body weight;Rectus abdominis;Transversus abdominis;Beginner;Focus on keeping the lower back pressed into the floor.;;;2;;;50;isometric;stability, coordination;plank;beginner_friendly, at_home;50;55;dead bug;prehab;https://www.youtube.com/watch?v=bNG1UZPd3IY
728;Decline Bent Leg Reverse Crunch Waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Focus on curling the pelvis towards the chest.;;;0;;;70;isolation;hypertrophy;crunch;beginner_friendly;55;60;reverse crunch;lifting;https://www.youtube.com/watch?v=P0Ud83Lbp6o
1254;Decline Crunch Waist;Strength;Waist;Body weight;Rectus abdominis;Obliquus externus abdominis;Intermediate;Focus on controlled movement to avoid lower back strain.;;;0;;;70;isolation;hypertrophy;crunch;beginner_friendly;65;70;decline crunch;lifting;https://www.youtube.com/watch?v=YoRL1QLtDqI
304;Decline Kneeling Push Up on Box Chest;Strength;Chest;Body weight;Pectoralis major;Deltoid anterior, Triceps brachii;Beginner;Ensure proper form to avoid shoulder strain.;;;0;;;45;compound;strength, stability;horizontal_press;beginner_friendly, at_home;35;40;kneeling push-up;calisthenics;https://www.youtube.com/watch?v=YC5uTP-i7Bo&pp=0gcJCccJAYcqIYzv
302;Decline Push Up against Wall Chest;Strength;Chest;Body weight;Pectoralis major;Deltoid anterior, Triceps brachii;Beginner;Maintain a straight body line and engage core throughout the movement.;;;0;;;50;compound;strength, stability;horizontal_press;beginner_friendly, at_home;40;45;decline push-up;calisthenics;https://www.youtube.com/watch?v=Yd-100R4JYw
1253;Decline Push Up Chest;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior;Intermediate;Maintain a straight body line and avoid sagging hips.;;;0;;;70;compound;strength, hypertrophy;horizontal_press;bodyweight, at_home;70;60;decline push-up;calisthenics;https://www.youtube.com/watch?v=4qlPp1hTSEU
144;Decline Push Up Kneeling Chest;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior;Intermediate;Maintain a straight line from head to knees and engage the core.;;;2;;;70;compound;strength, hypertrophy;horizontal_press;beginner_friendly;65;60;Decline push-up;calisthenics;https://www.youtube.com/watch?v=54n5VoeQZ9A
188;Decline Shoulder Tap Chest;Strength;Chest, Shoulders;Body weight;Pectoralis major;Deltoid anterior, Triceps brachii;Intermediate;Keep the core tight and avoid hip rotation.;;;0;;;60;compound;strength, stability;horizontal_press;bodyweight;50;60;shoulder tap;calisthenics;https://www.youtube.com/watch?v=4kI0Yn3z9eA
457;Deep Push Up Chest;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior;Advanced;Maintain a straight body line and engage the core.;;;2;;;70;compound;strength, hypertrophy;horizontal_press;bodyweight, at_home;80;70;Deep push-up;calisthenics;https://www.youtube.com/watch?v=fLusyPjsZ8M&pp=0gcJCccJAYcqIYzv
852;Deep Push Up Chest;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior;Advanced;Maintain a straight body line and engage the core.;;;0;;;70;compound;strength, hypertrophy;horizontal_press;bodyweight, at_home;80;70;Deep push-up;calisthenics;https://www.youtube.com/watch?v=ZD8Ll7c5jzE
903;Diamond Push up on knees Upper Arms;Strength;Upper arms;Body weight;Triceps brachii;Pectoralis major, Deltoid anterior;Beginner;Keep your core engaged and elbows close to the body for maximum triceps activation.;;;0;;;70;compound;strength, hypertrophy;horizontal_press;bodyweight, beginner_friendly;60;65;diamond push-up;calisthenics;https://www.youtube.com/watch?v=bDyX1n1rd-M
469;Diamond Push up Upper Arms;Strength;Upper arms;Body weight;Triceps brachii;Pectoralis major, Deltoid anterior;Intermediate;Keep the elbows close to the body and maintain a straight body line.;;;2;;;70;compound;strength, hypertrophy;horizontal_press;bodyweight, at_home;80;70;Diamond push-up;calisthenics;https://www.youtube.com/watch?v=9dNR9taD5c8
1252;Diamond Push up Upper Arms;Strength;Upper arms;Body weight;Triceps brachii;Pectoralis major, Deltoid anterior;Intermediate;Keep the elbows close to the body and maintain a straight body line.;;;0;;;70;compound;strength, hypertrophy;horizontal_press;bodyweight, at_home;80;70;Diamond push-up;calisthenics;https://www.youtube.com/watch?v=4dMS04NjPys
196;Dip on Floor with Chair Chest;Strength;Chest, Upper arms;Chair;Pectoralis major;Triceps brachii;Intermediate;Focus on controlled movements and avoid shoulder strain.;;;2;;;70;compound;strength, hypertrophy;vertical_press;bodyweight;60;50;chair dip;calisthenics;https://www.youtube.com/watch?v=YE9VAlk6XjY&pp=0gcJCccJAYcqIYzv
328;Dips between Chairs Chest 1;Strength;Chest;Body weight;Pectoralis major;Triceps brachii, Deltoid anterior;Intermediate;Ensure chairs are stable before performing dips.;;;0;;;70;compound;strength, hypertrophy;vertical_press;at_home;65;60;chair dips;calisthenics;https://www.youtube.com/watch?v=Rn9YzJimn_U
472;Donkey Calf Raise Calves;Strength;Calves;Body weight;Gastrocnemius;Soleus;Intermediate;Focus on a full range of motion and controlled movement.;;;2;;;70;isolation;strength, hypertrophy;;beginner_friendly;60;50;Donkey calf raise;lifting;https://www.youtube.com/watch?v=LfBlC8iEOWc
1251;Donkey Calf Raise Calves;Strength;Calves;Body weight;Gastrocnemius;Soleus;Intermediate;Focus on a full range of motion and controlled movement.;;;0;;;70;isolation;strength, hypertrophy;;beginner_friendly;60;50;Donkey calf raise;lifting;https://www.youtube.com/watch?v=ZgVYRz82DBo
227;Double Jump Squat Thighs;Aerobic;Thighs;Body weight;Quadriceps;Gluteus maximus, Hamstrings;Advanced;Focus on explosive power and land softly to reduce impact.;;;0;;;45;ballistic;power, endurance;squat;high_impact;50;45;double jump;plyometrics;https://www.youtube.com/watch?v=-eq1xtXVAfw
515;Dumbbell Alternate Biceps Curl Upper Arms;Strength;Upper arms;Dumbbell;Biceps brachii;Brachialis, Brachioradialis;Beginner;Alternate arms and keep elbows close to the body.;;;2;;;70;isolation;strength, hypertrophy;;beginner_friendly;85;80;alt biceps curl;lifting;https://www.youtube.com/watch?v=GChKW270EEA
